"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Ведомство";"1_Телефон";"1_Сайт";"1_Электронная почта";"1_Административный округ";"1_Район";"0_TIP_ZONY"
"15383";"Дворовая площадка";"Дворовая площадка";"улица Угличская, дом 2";"4383,07990000024";"25101,3798999991";"26539";;;;;"Муниципалитет";"(499) 908-86-47 (495) 601-27-89";"msu-lianozovo.ru";"vmolianozovo@yandex.ru";"СВАО";"Лианозово";"дворовые спортивные площадки"
"15384";"Дворовая площадка";"Дворовая площадка";"улица Угличская, дом 4";"4395,0493999999";"25257,4998000003";"26540";;;;;"Муниципалитет";"(499) 908-86-47 (495) 601-27-89";"msu-lianozovo.ru";"vmolianozovo@yandex.ru";"СВАО";"Лианозово";"дворовые спортивные площадки"
"15385";"Дворовая площадка";"Дворовая площадка";"улица Угличская, дом 6, корпус 2";"4461,0103000002";"25488,0883000009";"26542";;;;;"Муниципалитет";"(499) 908-86-47 (495) 601-27-89";"msu-lianozovo.ru";"vmolianozovo@yandex.ru";"СВАО";"Лианозово";"дворовые спортивные площадки"
"15386";"Дворовая площадка";"Дворовая площадка";"улица Удальцова, дом 24";"-69,597500000149";"1556,31629999913";"26577";;;;;"Муниципалитет";;;;"ЗАО";"Проспект Вернадского";"дворовые спортивные площадки"
"15387";"Дворовая площадка";"Дворовая площадка";"улица Удальцова, дом 3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Проспект Вернадского";"дворовые спортивные площадки"
"15388";"Дворовая площадка";"Дворовая площадка";"улица Удальцова, дом 3 корпус 12";"676,687099999748";"543,11429999955";"26560";;;;;"Муниципалитет";;;;"ЗАО";"Проспект Вернадского";"дворовые спортивные площадки"
"15389";"Дворовая площадка";"Дворовая площадка";"улица Удальцова, дом 3, корпус 13";"675,058600000106";"284,602299999446";"26561";;;;;"Муниципалитет";;;;"ЗАО";"Проспект Вернадского";"дворовые спортивные площадки"
"15390";"Дворовая площадка";"Дворовая площадка";"улица Удальцова, дом 33";"676,929800000042";"885,069099999964";"26585";;;;;"Муниципалитет";;;;"ЗАО";"Проспект Вернадского";"дворовые спортивные площадки"
"14562";"Дворовая площадка";"Дворовая площадка";"улица Красных Зорь, дом 37";"-4084,10400000028";"6518,3917999994";"11805";;;;;"Муниципалитет";"(495) 446-57-83";"mozhayskoe.ru";;"ЗАО";"Можайский";"дворовые спортивные площадки"
"14563";"Дворовая площадка";"Дворовая площадка";"улица Красных Зорь, дом 51";"-4359,18539999984";"6183,5775000006";"11811";;;;;"Муниципалитет";"(495) 446-57-83";"mozhayskoe.ru";;"ЗАО";"Можайский";"дворовые спортивные площадки"
"17440";"Универсальный спортивный комплекс ""Крылья Советов""";"Универсальный спортивный комплекс ""Крылья Советов""";"Ленинградский проспект, дом 24А";"4781,74749999959";"12953,2646999992";"2117315";;;;;"Департамент образования города Москвы";"(495) 614-21-27";;;"САО";"Беговой";"физкультурно-оздоровительные комплексы"
"17441";"Универсальный спортивный комплекс ""Крылья Советов""";"Универсальный спортивный комплекс ""Крылья Советов""";"улица Марины Расковой, дом 14А";"4781,74749999959";"12953,2646999992";;;;;;"Департамент образования города Москвы";"(495) 612-02-61";"school220.ru";"school-220@mail.ru";"САО";"Беговой";"спортивные залы"
"17444";"УСК ""Первая ракетка""";"УСК ""Первая ракетка""";"Зеленоград, Озерная аллея, дом 8";"-17045,0374999996";"35600,8044000007";"3701698";;;;;"частная";"(495) 980-42-92 8 (903) 790-71-76";"1raketka.ru";" info@1raketka.ru ivan.filippov@1raketka.ru";"ЗелАО";"Савелки";"физкультурно-оздоровительные комплексы"
"15699";"Дворовая площадка";"Дворовая площадка";"шоссе Энтузиастов, дом 11А";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 361-30-71 (495) 361-17-84";"lefmun.ru";;"ЮВАО";"Лефортово";"дворовые спортивные площадки"
"17581";"Фитнес-клуб ""Вайлд""";"Фитнес-клуб ""Вайлд""";"улица Фестивальная, дом 53А";"-196,925800000317";"21566,5175000001";"2106945";;;;;"частная";"(495) 456-42-23 (495) 961-42-42";"wildathletic.ru";"dialog@wildathletic.ru";"САО";"Ховрино";"физкультурно-оздоровительные комплексы"
"17582";"Фитнес-клуб ""Динамо-фитнес""";"Фитнес-клуб ""Динамо-фитнес""";"улица Лавочкина, дом 32";"-154,998300000094";"20988,9406000003";"2107001";;;;;"Федеральная";"(495) 775-85-86";"cityfit.ru";"info@cityfit.ru";"САО";"Ховрино";"плоскостные спортивные сооружения"
"17583";"Фитнес-клуб ""ДонСпорт Алые паруса""";"Фитнес-клуб ""ДонСпорт Алые паруса""";"улица Авиационная, дом 79";"-3103,87880000006";"15635,6464000009";"73719";;;;;"частная";"(495) 925-82-22 ";;;"СЗАО";"Щукино";"физкультурно-оздоровительные комплексы"
"17584";"Фитнес-клуб ""Зебра""";"Фитнес-клуб ""Зебра""";"2-й Красносельский проезд, дом 2";"10433,0376000004";"12822,4748";"11681";;;;;"частная";"(495) 264-67-77";"fitnes.ru";;"ЦАО";"Красносельский";"физкультурно-оздоровительные комплексы"
"17585";"Фитнес-клуб ""Зебра""";"Фитнес-клуб ""Зебра""";"Ленинградское шоссе, дома 45-47";"15437,0840999996";"-2355,2452000007";;;;;;"частная";"(495) 226-56-54";"fitnes.ru";;"САО";"Войковский";"физкультурно-оздоровительные комплексы"
"17586";"Фитнес-клуб ""Зебра""";"Фитнес-клуб ""Зебра""";"Новотушинский проезд, дом 10";"-7484,24060000014";"19155,2868000008";"3302768";;;;;"частная";"(495) 740-78-00";"fitnes.ru";;"СЗАО";"Митино";"физкультурно-оздоровительные комплексы"
"17587";"Фитнес-клуб ""Зебра""";"Фитнес-клуб ""Зебра""";"улица Ленинская Слобода, дом 19";"9788,47979999986";"4650,39690000005";"3800962";;;;;"частная";"(495) 641-84-84";;;"ЮАО";"Даниловский";"бассейны плавательные"
