0_Номер строки;1_Номер маршрута;1_Наименование маршрута;1_Трасса следования маршрута;1_Количество ТС;1_Интервальность движения (минимум);1_Интервальность движения (максимум);1_Протяженность;1_Тип ТС;1_Режим работы, рабочие/выходные, начало;1_Режим работы, рабочие/выходные, окончание;1_Наименование перевозчика;0_Координаты Х;0_Координаты Y;0_Состояние подписи
92;308;Москва (м. Домодедовская) – Аэропорт Домодедово;Домодедовская-прям. напр. :,Каширское шоссе,МКАД, 24-й километробр. напр. :,МКАД, 24-й километр,Каширское шоссе:;25;Не регламентируется;Не регламентируется;27,5;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 140";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 140";ООО АВТОРОУД (ОАО ГРУППА АВТОЛАЙН);;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
97;317;Красноармейск - а/с ВВЦ;-прям. напр. :,2-й Поперечный проезд,Продольный проезд,1-й Поперечный проезд,проспект Мира,Ярославское шоссеобр. напр. ::;12;Не регламентируется;Не регламентируется;50,6;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 96";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 96";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
102;322;Ногинск(вокзал) - м.Партизанская;Партизанская-прям. напр. :обр. напр. ::;9;Не регламентируется;Не регламентируется;49,6;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 64";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 64";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
107;326;ст.Химки - ст.м.Тушинская;Тушинская-прям. напр. :,Пятницкое шоссе,Волоколамское шоссеобр. напр. :,Волоколамское шоссе,Пятницкое шоссе: г Химки,г Москва;6;Не регламентируется;Не регламентируется;14,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 42";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 42";ООО СЕВЕРНЫЙ ТРАКТ;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
110;334;Ступино – Москва (а/с Красногвардейская);Красногвардейская-прям. напр. :,Каширское шоссе,Ясеневая улица,Каширское шоссеобр. напр. ::;7;Не регламентируется;Не регламентируется;100;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,56,7; кол-во рейсов: 2826";"день нед.: 1,2,3,4,56,7; кол-во рейсов: 2826";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
114;339;Одинцово – Москва (м.Парк Победы);Парк Победы-прям. напр. :,Можайское шоссе,Кутузовский проспект,Большая Дорогомиловская улица,Кутузовский проспект,улица Генерала Ермолова,улица Неверовского,улица Барклаяобр. напр. :,Кутузовский проспект,Можайское шоссе:;20;Не регламентируется;Не регламентируется;25,3;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 200";ООО КОМПАНИЯ АВТОЛАЙН;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
119;344;г.Химки(платф.Левобережная) - ст.м.Речной Вокзал;Речной вокзал-прям. напр. :,Фестивальная улица,улица Лавочкина,улица Дыбенко,Библиотечный проездобр. напр. :: г Москва,г Химки;8;Не регламентируется;Не регламентируется;6,9;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 128";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 128";ООО СЕВЕРНЫЙ ТРАКТ;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
123;346;Красково (п.Коренево) - м.Выхино;Выхино-прям. напр. :обр. напр. ::;6;Не регламентируется;Не регламентируется;17;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 88";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 88";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
147;369;Мишеронский – Шатура – Москва (ст.м. Выхино);Выхино-прям. напр. :,улица Хлобыстова,Рязанский проспект,МКАД, 8-й километробр. напр. ::;12;Не регламентируется;Не регламентируется;155,2;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4567; кол-во рейсов: 26322624";"день нед.: 1,2,3,4567; кол-во рейсов: 26322624";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
152;374;Зеленоград (ст.Крюково) - госпиталь ВВ;-прям. напр. :,Привокзальная площадь,Новокрюковская улицаобр. напр. ::;1;Не регламентируется;Не регламентируется;4,7;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 26";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 26";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
157;383;Химки (ул. Дружбы) – Москва (м. Планерная);Планерная-прям. напр. :,улица Свободы,Планерная улицаобр. напр. ::;8;Не регламентируется;Не регламентируется;11;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,56,7; кол-во рейсов: 148112";"день нед.: 1,2,3,4,56,7; кол-во рейсов: 148112";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
162;388;Москва (м. ВДНХ) -Сергиев-Посад;ВДНХ-прям. напр. :,2-й Поперечный проезд,Продольный проезд,1-й Поперечный проезд,проспект Мира,Ярославское шоссеобр. напр. ::;23;Не регламентируется;Не регламентируется;65,5;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 138";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 138";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
167;392;Королев(ул.Силикатная)-Москва(м.ВДНХ);ВДНХ-прям. напр. :обр. напр. ::;6;Не регламентируется;Не регламентируется;26,5;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 60";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 60";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
186;410;Курилово – Москва (м. Южная);Южная-прям. напр. :обр. напр. ::;2;Не регламентируется;Не регламентируется;35,6;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5; кол-во рейсов: 2";"день нед.: 1,2,3,4,5; кол-во рейсов: 2";ГУП МО МОСТРАНСАВТО;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
191;415;г.Дубна - ст.м.Савеловская;Савеловская-прям. напр. :,Бутырская улица,Дмитровское шоссеобр. напр. ::;7;Не регламентируется;Не регламентируется;129;М3 класс II, класс III, ЭК не ниже Евро 2;"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 10";"день нед.: 1,2,3,4,5,6,7; кол-во рейсов: 10";ООО РАТА-ЭКСПРЕСС;;;Запись подписана 16:23:55 28.03.2013 OID.1.2.840.113549.1.9.2=MSKS21, CN=ООО «ФОРС - Центр разработки», O=ООО «ФОРС - Центр разработки», L=Москва, ST=77 г. Москва, C=RU, EMAILADDRESS=apilipenko@fors.ru, OID.1.2.643.3.131.1.1=007702270040, OID.1.2.643.100.1=1027700404830
