streetname,areaid,okrug,area
Ботанический переулок,16,ЦАО,Мещанский район
Варсонофьевский переулок,16,ЦАО,Мещанский район
переулок Васнецова,16,ЦАО,Мещанский район
улица Верземнека,16,ЦАО,Мещанский район
Водопроводный переулок,16,ЦАО,Мещанский район
площадь Воровского,16,ЦАО,Мещанский район
Выползов переулок,16,ЦАО,Мещанский район
улица Гиляровского,16,ЦАО,Мещанский район
Глинистый переулок,16,ЦАО,Мещанский район
Большой Головин переулок,16,ЦАО,Мещанский район
Грохольский переулок,16,ЦАО,Мещанский район
Лубянская площадь,16,ЦАО,Мещанский район
улица Большая Лубянка,16,ЦАО,Мещанский район
улица Достоевского,16,ЦАО,Мещанский район
улица Дурова,16,ЦАО,Мещанский район
Большая Екатерининская улица,16,ЦАО,Мещанский район
Малая Екатерининская улица,16,ЦАО,Мещанский район
улица Рождественка,16,ЦАО,Мещанский район
Калмыков переулок,16,ЦАО,Мещанский район
Капельский переулок,16,ЦАО,Мещанский район
Большой Кисельный переулок,16,ЦАО,Мещанский район
Малый Кисельный переулок,16,ЦАО,Мещанский район
Кисельный тупик,16,ЦАО,Мещанский район
Колокольников переулок,16,ЦАО,Мещанский район
Большая Сухаревская площадь,16,ЦАО,Мещанский район
Малая Сухаревская площадь,16,ЦАО,Мещанский район
Суворовская площадь,16,ЦАО,Мещанский район
1-й Коптельский переулок,16,ЦАО,Мещанский район
2-й Крестовский переулок,16,ЦАО,Мещанский район
улица Кузнецкий Мост,16,ЦАО,Мещанский район
Лаврский переулок,16,ЦАО,Мещанский район
улица Малая Лубянка,16,ЦАО,Мещанский район
Мещанская улица,16,ЦАО,Мещанский район
проспект Мира,16,ЦАО,Мещанский район
